file,private_vb,that_del,contract,vb_present,pro_2,do_pro,pro_dem,emphatic,pro_1,pro_it,vb_be,sub_conj_caus,disc_particle,pro_nom,hedge,amplifr,wh_ques,mod_poss,coord_conj_cls,wh_cls,prep_final,nn_all,prep,jj_attr,vb_past,pro_3,vb_perfect,vb_public,wh_rel_obj,wh_rel_subj,wh_rel_pipe,coord_conj_phrs,nn_nom,adv_time,adv_place,adv,infinitive,mod_pred,vb_suasive,sub_conj_cond,mod_necess,split_aux,conj_advl,passive_short,passive_by,passive_postnom,sub_conj_othr,th_vb,adv_down,jj_pred,mod_all,conj_all,passive_all,wh_all,wh_rel_all,jj_all,pro_all,vb_have,vb_all,vb_progress,that_rel,wh_comm_vb,wh_att_vb,wh_fact_vb,wh_likely_vb,comm_vb_other,att_vb_other,fact_vb_other,likely_vb_other,jj_att_pred,jj_epist_pred,jj_att_other,jj_epist_other,nn_stance_pp,det_nn_stance,nn_stance_other,all_indef_art,all_def_art,nn_stance_new,nn_common,nn_proper,nn_premod,,,,,,,,,,,,,,,,,,,,,th_vb_comm,th_vb_att,th_vb_fact,th_vb_likely,th_jj_att,th_jj_fact,th_jj_likely,th_nn_nonfact,th_nn_att,th_nn_fact,th_nn_likely,to_vb_speech,to_vb_mental,to_vb_desire,to_vb_effort,to_vb_prob,to_jj_certain,to_jj_able,to_jj_affect,to_jj_ease,to_jj_eval,to_nn_stance_all,advl_nonfact,advl_att,advl_fact,advl_likely,,th_vb_stance_all,th_jj_stance_all,th_nn_stance_all,th_stange_all,to_vb_stance_all,to_jj_stance_all,to_stance_all,advl_stance_all,,,,,,,,,,,,,,ipv_act,tpv_act,tpv_mental,tpv_mental,ipv_occur,pv_copular,pv_aspect,nn_human,nn_process,nn_cog,nn_abstact,nn_concrete,nn_technical,nn_quant,nn_place,nn_group,jj_size,jj_time,jj_color,jj_eval,jj_relation,jj_topic,vb_act,vb_comm,vb_mental,vb_cause,vb_occur,vb_exist,vb_aspect,,dim_1,dim_2,dim_3,dim_4,dim_5,,tt_ratio,word_length,word_count,individual
mod_r2_guide_13_conversation_j.txt,0,0,18.5,92.6,55.6,0,18.5,0,55.6,0,0,0,0,0,0,0,0,0,0,0,0,333.3,55.6,37,0,0,0,0,0,0,0,0,74.1,0,0,18.5,0,37,0,0,18.5,0,0,0,0,0,0,0,18.5,0,55.6,0,0,0,0,74.1,111.1,18.5,111.1,18.5,0,0,0,0,0,0,18.5,0,0,0,0,18.5,0,0,0,0,18.5,111.1,0,185.2,55.6,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,18.5,0,74.1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,-10.2,-5.73,5.07,11.03,-3.63,                          mod_r2_guide_13_conversation_j.txt,10.8,4.7,54,Guide3t
mod_r2_guide_14_conversation_j.txt,29.9,7.5,22.4,141.8,67.2,0,7.5,7.5,37.3,0,0,0,0,7.5,0,0,0,14.9,7.5,0,0,276.1,97,29.9,0,7.5,0,0,0,7.5,0,0,14.9,0,37.3,37.3,0,22.4,0,0,14.9,0,0,0,0,0,0,0,7.5,7.5,52.2,7.5,0,0,7.5,67.2,111.9,22.4,134.3,0,14.9,0,0,0,0,7.5,0,22.4,0,0,0,7.5,0,0,0,0,37.3,44.8,0,201.5,37.3,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,0,0,7.5,7.5,0,14.9,44.8,0,0,0,0,0,0,0,37.3,0,22.4,0,0,7.5,0,0,6.59,-5.4,-7.35,5.83,-3.63,                          mod_r2_guide_14_conversation_j.txt,21.5,4.3,134,Guide3t
mod_r2_guide_15_conversation_j.txt,25.8,19.4,19.4,161.3,51.6,0,0,6.5,38.7,19.4,0,0,6.5,6.5,0,12.9,0,12.9,19.4,0,0,251.6,83.9,19.4,0,0,0,6.5,0,0,0,6.5,0,19.4,25.8,32.3,0,19.4,0,0,0,0,0,0,0,0,0,6.5,6.5,0,32.3,25.8,0,0,0,58.1,90.3,0,161.3,0,0,0,0,0,0,0,0,0,0,0,0,19.4,6.5,0,0,0,25.8,77.4,0,219.4,25.8,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,19.4,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,6.5,0,0,0,0,0,0,25.8,0,0,25.8,6.5,6.5,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,0,25.8,0,0,6.5,45.2,0,0,0,6.5,0,0,0,32.3,0,38.7,6.5,0,6.5,0,0,20.81,-4.53,-11.59,-2,-3.63,                          mod_r2_guide_15_conversation_j.txt,22.8,4.1,155,Guide3t
mod_r2_guide_16_conversation_j.txt,0,0,23.1,123.1,30.8,0,0,23.1,15.4,7.7,7.7,0,7.7,0,0,0,0,7.7,15.4,0,0,269.2,100,38.5,0,0,0,0,0,0,0,7.7,30.8,0,30.8,61.5,15.4,15.4,0,0,0,0,0,0,0,15.4,0,0,0,0,23.1,23.1,15.4,0,0,92.3,46.2,7.7,146.2,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,92.3,0,161.5,46.2,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,15.4,0,30.8,0,0,0,0,0,0,0,15.4,7.7,7.7,0,0,0,0,0,0.17,-5.73,-6.59,-2.94,1.34,                          mod_r2_guide_16_conversation_j.txt,21.5,4.5,130,Guide3t
mod_r2_guide_17_conversation_j.txt,0,0,0,35.7,17.9,0,0,0,0,53.6,0,17.9,0,0,0,0,0,0,0,0,0,232.1,142.9,35.7,107.1,17.9,0,0,0,0,0,0,53.6,17.9,0,17.9,17.9,0,0,0,0,0,0,53.6,0,0,0,0,0,0,0,17.9,53.6,0,0,35.7,35.7,0,160.7,17.9,0,0,0,0,0,17.9,0,17.9,0,0,0,17.9,0,0,0,0,35.7,89.3,0,178.6,0,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,0,0,35.7,0,0,0,0,0,0,0,35.7,0,17.9,0,0,0,0,0,-3.72,-1.41,-1.42,-6.61,4.49,                          mod_r2_guide_17_conversation_j.txt,10.5,4.5,56,Guide3t
mod_r2_guide_18_conversation_j.txt,0,0,0,133.3,133.3,0,0,0,133.3,0,0,0,0,0,0,0,0,66.7,0,0,0,200,66.7,0,0,0,0,0,0,0,0,0,66.7,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,0,0,0,266.7,66.7,133.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,0,0,19.91,-5.73,1.82,-6.61,-3.63,                          mod_r2_guide_18_conversation_j.txt,3.5,4.3,15,Guide3t
mod_r2_guide_19_conversation_j.txt,47.6,23.8,47.6,142.9,95.2,0,0,0,71.4,0,0,0,0,0,0,0,0,23.8,0,0,0,428.6,71.4,0,0,0,0,23.8,0,0,0,0,0,0,0,23.8,0,71.4,0,0,0,0,0,0,0,0,0,0,0,23.8,95.2,0,0,0,0,23.8,166.7,0,142.9,0,0,0,0,0,0,0,0,47.6,0,0,0,23.8,0,0,0,0,23.8,95.2,0,333.3,95.2,95.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,0,0,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,0,71.4,0,0,0,0,0,0,0,71.4,23.8,0,23.8,0,0,0,0,9.15,-1.32,-0.38,10.4,-3.63,                          mod_r2_guide_19_conversation_j.txt,7.8,4.3,42,Guide3t
mod_r2_guide_2_conversation_a.txt,12.5,12.5,50,150,37.5,0,12.5,12.5,62.5,0,12.5,0,0,0,0,0,0,12.5,12.5,0,0,300,50,25,25,0,0,0,0,0,0,0,25,12.5,25,62.5,0,50,0,0,0,0,12.5,0,0,0,0,0,0,12.5,62.5,12.5,0,0,0,62.5,100,50,162.5,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,25,0,0,0,12.5,62.5,0,225,37.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,7.92,-4.91,-11.77,5.3,4.19,                           mod_r2_guide_2_conversation_a.txt,15.8,4.5,80,Guide1t
mod_r2_guide_20_conversation_j.txt,0,0,50,175,50,0,0,25,50,50,25,0,0,0,0,0,0,0,25,0,25,175,100,50,0,0,0,0,0,0,0,0,0,0,25,50,0,50,0,25,0,25,0,0,0,0,25,0,0,0,50,75,0,0,0,50,100,0,175,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,25,50,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,25,0,0,0,0,0,0,0,0,50,0,0,0,0,25,0,0,23.13,-5.73,-9.22,26.66,-3.63,                          mod_r2_guide_20_conversation_j.txt,9,4,40,Guide3t
mod_r2_guide_21_conversation_j.txt,12.3,0,24.7,142,49.4,0,0,0,30.9,0,0,0,0,6.2,0,6.2,6.2,12.3,12.3,0,0,308.6,117.3,30.9,6.2,0,0,0,0,0,0,0,30.9,0,24.7,18.5,6.2,12.3,0,0,6.2,0,0,0,0,0,0,0,0,12.3,30.9,12.3,0,6.2,0,80.2,80.2,12.3,148.1,0,37,0,0,0,0,0,0,12.3,0,0,0,12.3,12.3,0,0,0,37,30.9,0,228.4,30.9,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,12.3,0,0,43.2,0,0,0,0,0,0,12.3,24.7,6.2,18.5,6.2,0,6.2,0,0,9.12,-5.52,-5.2,-0.73,-3.63,                          mod_r2_guide_21_conversation_j.txt,27.3,4.2,162,Guide3t
mod_r2_guide_22_conversation_j.txt,16.7,0,33.3,100,83.3,16.7,0,0,16.7,0,0,0,0,0,0,0,0,16.7,0,0,0,316.7,133.3,16.7,0,0,0,0,0,0,0,0,50,0,33.3,16.7,33.3,33.3,0,0,0,0,0,0,0,0,16.7,0,0,0,50,16.7,0,0,0,33.3,100,0,133.3,0,16.7,0,0,0,0,0,0,16.7,0,0,0,16.7,0,0,0,0,16.7,133.3,0,216.7,33.3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,16.7,16.7,0,0,16.7,33.3,0,0,0,0,0,0,50,0,16.7,0,0,0,0,0,-1.28,-5.73,-6.31,1.33,-3.63,                          mod_r2_guide_22_conversation_j.txt,11,4,60,Guide3t
mod_r2_guide_23_conversation_j.txt,0,0,29.4,117.6,29.4,0,0,14.7,58.8,0,0,0,14.7,0,0,0,0,14.7,0,0,0,338.2,161.8,14.7,0,0,0,0,0,14.7,0,0,29.4,0,14.7,29.4,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,29.4,0,0,0,14.7,14.7,88.2,29.4,117.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4,73.5,0,235.3,44.1,58.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,44.1,0,0,0,0,0,0,0,14.7,0,0,14.7,0,0,0,0,-1.95,-5.73,4.37,-3.1,-3.63,                          mod_r2_guide_23_conversation_j.txt,12.8,4,68,Guide3t
