file,private_vb,that_del,contract,vb_present,pro_2,do_pro,pro_dem,emphatic,pro_1,pro_it,vb_be,sub_conj_caus,disc_particle,pro_nom,hedge,amplifr,wh_ques,mod_poss,coord_conj_cls,wh_cls,prep_final,nn_all,prep,jj_attr,vb_past,pro_3,vb_perfect,vb_public,wh_rel_obj,wh_rel_subj,wh_rel_pipe,coord_conj_phrs,nn_nom,adv_time,adv_place,adv,infinitive,mod_pred,vb_suasive,sub_conj_cond,mod_necess,split_aux,conj_advl,passive_short,passive_by,passive_postnom,sub_conj_othr,th_vb,adv_down,jj_pred,mod_all,conj_all,passive_all,wh_all,wh_rel_all,jj_all,pro_all,vb_have,vb_all,vb_progress,that_rel,wh_comm_vb,wh_att_vb,wh_fact_vb,wh_likely_vb,comm_vb_other,att_vb_other,fact_vb_other,likely_vb_other,jj_att_pred,jj_epist_pred,jj_att_other,jj_epist_other,nn_stance_pp,det_nn_stance,nn_stance_other,all_indef_art,all_def_art,nn_stance_new,nn_common,nn_proper,nn_premod,,,,,,,,,,,,,,,,,,,,,th_vb_comm,th_vb_att,th_vb_fact,th_vb_likely,th_jj_att,th_jj_fact,th_jj_likely,th_nn_nonfact,th_nn_att,th_nn_fact,th_nn_likely,to_vb_speech,to_vb_mental,to_vb_desire,to_vb_effort,to_vb_prob,to_jj_certain,to_jj_able,to_jj_affect,to_jj_ease,to_jj_eval,to_nn_stance_all,advl_nonfact,advl_att,advl_fact,advl_likely,,th_vb_stance_all,th_jj_stance_all,th_nn_stance_all,th_stange_all,to_vb_stance_all,to_jj_stance_all,to_stance_all,advl_stance_all,,,,,,,,,,,,,,ipv_act,tpv_act,tpv_mental,tpv_mental,ipv_occur,pv_copular,pv_aspect,nn_human,nn_process,nn_cog,nn_abstact,nn_concrete,nn_technical,nn_quant,nn_place,nn_group,jj_size,jj_time,jj_color,jj_eval,jj_relation,jj_topic,vb_act,vb_comm,vb_mental,vb_cause,vb_occur,vb_exist,vb_aspect,,dim_1,dim_2,dim_3,dim_4,dim_5,,tt_ratio,word_length,word_count,individual
guide_f2f_booking7.txt,52.6,26.3,52.6,263.2,78.9,0,26.3,0,52.6,0,0,0,0,0,0,0,0,0,0,0,0,289.5,0,0,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9,131.6,26.3,210.5,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,26.3,0,0,131.6,78.9,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,78.9,0,0,0,0,0,0,0,0,26.3,0,78.9,0,0,26.3,0,0,18.74,-5.73,2.8,-6.61,-3.63,,8.5,3.8,38,Booking
guide_f2f_booking8.txt,0,0,0,93.8,125,0,0,0,0,0,31.3,0,0,0,0,0,0,0,31.3,0,0,250,62.5,31.3,31.3,0,31.3,0,0,0,0,0,0,0,0,31.3,31.3,31.3,0,0,31.3,31.3,0,0,0,0,0,0,0,31.3,62.5,31.3,0,0,0,62.5,125,0,156.3,0,0,0,0,0,0,31.3,0,31.3,0,0,0,0,0,0,0,0,0,0,0,187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,93.8,0,0,0,0,0,0,0,0,0,0,62.5,0,0,0,0,0,0,0,1.57,1.31,-0.8,28.22,-3.63,,7.3,4.1,32,Booking
guide_f2f_booking9.txt,0,0,0,190.5,95.2,0,0,0,47.6,0,0,0,0,0,0,0,0,0,0,0,0,285.7,0,0,0,0,0,0,0,0,0,0,0,0,142.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6,142.9,0,190.5,0,0,0,0,0,0,0,0,47.6,0,0,0,0,0,0,0,0,0,0,0,190.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6,0,0,47.6,0,0,0,0,0,0,0,0,0,0,0,47.6,0,0,0,0,-1.28,-5.73,-41.04,-6.61,-3.63,,5,3.5,21,Booking
guide_f2f_buytickects.txt,0,0,71.4,214.3,71.4,0,0,0,0,142.9,0,0,0,0,0,0,0,0,0,0,0,214.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,0,0,0,0,0,142.9,71.4,0,214.3,0,0,0,0,0,0,0,0,0,0,0,0,71.4,0,0,0,0,0,0,0,214.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.47,-5.73,0.97,-6.61,-3.63,,3.3,4.1,14,Tickets
guide_f2f_buytickects2.txt,19.2,0,0,134.6,38.5,0,0,0,57.7,0,0,0,19.2,0,0,0,0,19.2,0,0,0,288.5,153.8,38.5,0,0,0,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0,0,0,0,57.7,96.2,19.2,134.6,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,19.2,19.2,0,192.3,38.5,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5,19.2,0,19.2,0,19.2,0,0,0,0,0,0,0,0,19.2,19.2,0,19.2,0,0,-0.44,-5.73,-0.12,-6.61,-3.63,,12.8,4.1,52,Tickets
guide_f2f_buytickects3.txt,0,0,52.6,157.9,0,0,0,0,0,105.3,52.6,0,0,0,0,0,0,0,0,0,0,157.9,157.9,0,0,0,0,0,0,0,0,0,0,0,0,52.6,0,52.6,0,0,52.6,0,0,0,0,0,0,0,0,52.6,105.3,0,0,0,0,52.6,0,0,157.9,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6,0,0,0,0,0,0,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6,0,0,0,0,0,0,0,8.95,-5.73,-2.02,30.99,-3.63,,4.5,3.8,19,Tickets
guide_f2f_buytickects4.txt,0,0,21.7,152.2,21.7,0,0,0,0,0,0,0,0,21.7,0,0,0,0,65.2,0,0,108.7,152.2,43.5,0,0,0,0,0,21.7,0,0,0,0,0,108.7,0,0,0,21.7,0,0,0,0,0,0,0,0,0,0,0,87,0,0,21.7,43.5,21.7,0,152.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,21.7,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0,21.7,0,0,0,0,0,0,0,12.54,-5.73,5.67,3.28,-3.63,,8.3,3.6,46,Tickets
guide_f2f_buytickects5.txt,0,0,33.3,166.7,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,266.7,66.7,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,33.3,66.7,0,133.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,166.7,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,133.3,0,0,0,0,0,0,0,0,0,0,33.3,0,33.3,0,0,0,0,0,4.74,-5.73,-8.83,1.33,-3.63,,6.8,4.1,30,Tickets
guide_f2f_buytickects6.txt,33.3,33.3,0,166.7,166.7,0,0,0,100,0,0,0,33.3,0,0,0,66.7,33.3,0,0,0,133.3,66.7,0,33.3,0,0,0,0,0,0,0,0,0,66.7,33.3,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0,0,66.7,0,0,266.7,0,200,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,33.3,33.3,0,152.39,-4.63,-20.53,1.33,-3.63,,6.3,3.9,30,Tickets
guide_f2f_checkin.txt,0,0,0,238.1,95.2,0,0,0,0,95.2,0,0,0,0,0,0,0,0,0,0,0,238.1,95.2,0,0,0,0,0,0,0,0,0,95.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2,47.6,190.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.9,0,47.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6,0,0,0,0,0,0,0,8.93,-5.73,7.59,-6.61,-3.63,,4.8,3.7,21,FlightCheckin
guide_f2f_checkin2.txt,81.1,27,0,189.2,81.1,0,0,0,27,0,0,0,27,0,0,0,0,0,27,0,0,324.3,0,27,0,0,0,0,0,0,0,0,0,0,0,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,27,108.1,54.1,162.2,0,0,0,0,0,0,0,27,27,0,0,0,54.1,0,0,0,0,54.1,0,0,216.2,27,81.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.1,0,27,0,27,0,0,0,27,0,0,27,0,54.1,0,0,27,0,0,25.74,-5.73,-0.56,-0.17,-3.63,,8.3,3.7,37,FlightCheckin
guide_f2f_hotelconcierge.txt,15.2,15.2,15.2,151.5,106.1,0,15.2,15.2,30.3,0,0,0,0,0,0,0,15.2,15.2,15.2,0,0,227.3,60.6,45.5,0,0,0,0,0,0,0,0,15.2,0,30.3,30.3,30.3,15.2,15.2,15.2,0,0,0,0,0,0,0,0,0,0,30.3,30.3,0,15.2,0,75.8,136.4,0,166.7,0,0,0,0,0,0,30.3,0,0,0,0,0,0,0,0,0,0,15.2,15.2,0,197,0,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,0,0,0,0,0,0,0,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,15.2,30.3,0,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,15.2,60.6,0,0,75.8,15.2,0,0,0,0,0,0,30.3,0,30.3,0,0,0,0,0,39.35,-5.73,-8.61,8.78,-3.63,,13.3,3.8,66,HotelConcierge
guide_f2f_hotelconcierge10.txt,100,100,100,300,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.03,-5.73,-62.69,-6.61,-3.63,,2.5,4.5,10,HotelConcierge
guide_f2f_hotelconcierge11.txt,0,0,0,74.1,37,0,0,0,37,0,0,0,37,0,0,0,0,37,0,0,0,296.3,111.1,0,0,0,0,0,0,0,0,0,37,37,0,74.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,74.1,0,111.1,37,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,0,0,185.2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,0,10.51,-5.73,-11.25,-6.61,-3.63,,6.8,4.4,27,HotelConcierge
guide_f2f_hotelconcierge12.txt,30.8,30.8,30.8,153.8,92.3,15.4,15.4,0,61.5,15.4,0,0,0,0,0,30.8,15.4,15.4,0,0,0,230.8,61.5,0,0,0,15.4,0,0,0,0,0,15.4,15.4,30.8,15.4,0,30.8,0,0,0,0,0,0,0,15.4,15.4,0,0,0,46.2,15.4,15.4,15.4,0,15.4,153.8,0,184.6,0,0,0,0,0,0,15.4,15.4,0,0,0,0,61.5,15.4,0,0,0,46.2,46.2,0,138.5,15.4,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,30.8,0,0,0,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,0,0,46.2,15.4,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0,15.4,0,30.8,30.8,0,0,0,0,0,0,0,0,46.2,0,30.8,0,0,30.8,0,0,59.62,-2.77,-12.28,0.72,1.34,,12.8,4,65,HotelConcierge
guide_f2f_hotelconcierge13.txt,0,0,11.1,100,88.9,11.1,0,0,66.7,11.1,0,0,11.1,11.1,0,0,0,11.1,0,0,0,255.6,122.2,22.2,0,0,0,0,0,0,0,0,22.2,11.1,22.2,22.2,22.2,22.2,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,55.6,155.6,22.2,111.1,0,0,0,0,0,0,0,0,0,0,0,0,44.4,33.3,0,0,11.1,11.1,55.6,11.1,166.7,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,11.1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,44.4,0,33.3,0,0,33.3,0,0,0,0,0,0,44.4,0,0,0,0,0,0,0,8.97,-5.73,-8.46,-1.31,-3.63,,14.5,4,90,HotelConcierge
